record_id,outlet_id,outlet_name,area,zone,store_format,store_size_sqft,opening_year,month,footfall,orders,avg_order_value,revenue,cogs,rent,salaries,marketing_spend,utilities,total_cost,profit,profit_margin_pct
R10328,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-09,11742,6322,323,2039240,606709,240600,134600,93817,60300,1136026,903214,44.3
R10329,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-10,11418,7389,258,1907040,616595,240600,155000,100892,51500,1164587,742453,38.9
R10330,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-11,11480,7275,289,2103180,684406,240600,129900,103895,48200,1207001,896179,42.6
R10331,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2023-12,10396,6197,272,1682780,582786,240600,150900,43952,45900,1064138,618642,36.8
R10332,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-01,10498,6087,257,1563710,485145,240600,129300,48858,56800,960703,603007,38.6
R10333,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-02,9919,6302,230,1447390,433198,240600,114600,85370,51700,925468,521922,36.1
R10334,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-03,9836,5509,269,1482200,431653,240600,146100,55906,41200,915459,566741,38.2
R10335,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-04,10459,7233,286,2069840,666988,240600,127500,75579,54000,1164667,905173,43.7
R10336,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-05,11905,7377,250,1841890,566097,240600,135500,100471,53700,1096368,745522,40.5
R10337,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-06,10317,6823,309,2110660,687846,240600,151900,96063,52900,1229309,881351,41.8
R10338,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-07,9708,7290,231,1686430,550913,240600,143300,143343,54300,1132456,553974,32.8
R10339,OUT117,BrewBite MG Road Mall,MG Road,Central,Mall,1253,2019,2024-08,10449,6033,265,1597800,530450,240600,140200,124884,36400,1072534,525266,32.9
R10340,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-01,2714,1720,243,417690,138735,83700,141400,26231,41100,431166,-13476,-3.2
R10341,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-02,2452,1409,261,368230,119480,83700,109700,20070,39500,372450,-4220,-1.1
R10342,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-03,2386,1485,243,361420,116721,83700,132800,9452,55600,398273,-36853,-10.2
R10343,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-04,2421,1525,226,344970,108800,83700,114200,20140,52100,378940,-33970,-9.8
R10344,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-05,2380,1664,246,409350,123257,83700,123300,21930,46300,398487,10863,2.7
R10345,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-06,2274,1207,241,291480,95466,83700,104800,13899,39200,337065,-45585,-15.6
R10346,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-07,2188,1206,257,309470,106010,83700,114200,19548,46600,370058,-60588,-19.6
R10347,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-08,2681,1276,209,267030,84470,83700,119600,14836,46600,349206,-82176,-30.8
R10348,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-09,2621,1580,245,386810,126054,83700,98800,14617,46800,369971,16839,4.4
R10349,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-10,2956,1699,193,328730,112516,83700,96100,21596,42100,356012,-27282,-8.3
R10350,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-11,3074,1734,261,453380,150968,83700,84400,22050,41100,382218,71162,15.7
R10351,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2023-12,3654,2091,241,504510,160728,83700,114800,24995,45400,429623,74887,14.8
R10352,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-01,3326,1691,230,389540,117135,83700,108700,7791,50600,367926,21614,5.5
R10353,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-02,3028,1875,286,536270,175818,83700,120900,25348,38300,444066,92204,17.2
R10354,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-03,3798,2155,234,505120,153900,83700,91700,10102,47100,386502,118618,23.5
R10355,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-04,3773,2339,235,548950,170985,83700,114400,31513,43300,443898,105052,19.1
R10356,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-05,4786,2942,226,666340,209221,83700,122600,54799,45700,516020,150320,22.6
R10357,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-06,4463,2916,266,775120,248286,83700,102000,52656,42400,529042,246078,31.7
R10358,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-07,3960,2507,204,511280,155342,83700,129100,32865,54900,455907,55373,10.8
R10359,OUT118,BrewBite Yelahanka High,Yelahanka,North,High Street,1170,2023,2024-08,5021,2903,242,702110,237597,83700,107200,39288,46400,514185,187925,26.8
R10360,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-01,13493,9001,294,2645190,731331,279700,162200,129612,53100,1355943,1289247,48.7
R10361,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-02,12842,8113,271,2196210,708249,279700,166800,78878,62100,1295727,900483,41
R10362,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-03,13108,7773,271,2104420,632574,279700,148900,115408,57000,1233582,870838,41.4
R10363,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-04,11794,7253,312,2260890,713607,279700,164800,95919,61200,1315226,945664,41.8
R10364,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-05,13823,8719,336,2925990,912880,279700,184800,87872,59700,1524952,1401038,47.9
R10365,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-06,11794,8057,319,2566770,818953,279700,158800,113854,45800,1417107,1149663,44.8
R10366,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-07,12139,8045,277,2229040,689084,279700,154900,99294,62400,1285378,943662,42.3
R10367,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-08,10539,6491,297,1930300,528278,279700,164800,92867,60400,1126045,804255,41.7
R10368,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-09,12536,7475,283,2118750,723378,279700,163100,140069,54600,1360847,757903,35.8
R10369,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-10,14290,9472,296,2802850,988742,279700,147400,130500,62300,1608642,1194208,42.6
R10370,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-11,14699,8442,304,2570280,796163,279700,154900,178042,58300,1467105,1103175,42.9
R10371,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2023-12,16735,10731,293,3142090,816943,279700,147500,149389,49500,1443032,1699058,54.1
R10372,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-01,12678,8051,289,2325640,682939,279700,157500,98158,71300,1289597,1036043,44.5
R10373,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-02,11619,7065,237,1675550,534669,279700,173600,111128,66500,1165597,509953,30.4
R10374,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-03,11467,7083,286,2027510,645326,279700,176300,90237,60000,1251563,775947,38.3
R10375,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-04,13324,9370,328,3072840,1015058,279700,144300,224043,50500,1713601,1359239,44.2
R10376,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-05,12196,7010,252,1766100,564757,279700,136600,63346,58200,1102603,663497,37.6
R10377,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-06,11764,6299,257,1619340,595028,279700,139600,45901,57800,1118029,501311,31
R10378,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-07,12395,6549,277,1814980,565750,279700,180300,122505,47600,1195855,619125,34.1
R10379,OUT119,BrewBite HSR Layout Mall,HSR Layout,South,Mall,1457,2020,2024-08,12076,7371,269,1980390,562831,279700,154000,64090,55200,1115821,864569,43.7
R10380,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-01,3751,2007,258,517170,147940,77400,93600,31943,40100,390983,126187,24.4
R10381,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-02,3924,2443,191,466610,151937,77400,82400,22140,36200,370077,96533,20.7
R10382,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-03,5127,3141,235,739230,263060,77400,87700,32089,36200,496449,242781,32.8
R10383,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-04,4965,3270,264,863010,282565,77400,88300,36885,41700,526850,336160,39
R10384,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-05,5715,3064,212,648990,196056,77400,95100,34456,36700,439712,209278,32.2
R10385,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-06,5801,3617,291,1053160,351704,77400,94100,78021,40700,641925,411235,39
R10386,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-07,4930,2780,236,656490,207257,77400,80500,50991,45200,461348,195142,29.7
R10387,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-08,5531,3600,243,875520,272321,77400,87300,23183,40000,500204,375316,42.9
R10388,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-09,5716,3379,235,794240,265031,77400,80900,30755,44900,498986,295254,37.2
R10389,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-10,6056,3665,257,942820,299849,77400,77400,30904,35900,521453,421367,44.7
R10390,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-11,6141,4039,252,1017060,312203,77400,91900,47475,46800,575778,441282,43.4
R10391,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2023-12,6830,4812,237,1140920,347400,77400,87600,49475,49000,610875,530045,46.5
R10392,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-01,5427,3105,284,881820,255270,77400,82400,39776,38100,492946,388874,44.1
R10393,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-02,5698,3034,226,685760,226259,77400,91200,46141,32700,473700,212060,30.9
R10394,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-03,5583,3938,241,947730,314425,77400,82200,38040,36600,548665,399065,42.1
R10395,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-04,5929,3717,260,965460,299313,77400,93500,56622,39500,566335,399125,41.3
R10396,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-05,5468,2867,239,686190,206012,77400,90100,29130,34400,437042,249148,36.3
R10397,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-06,5461,3267,235,767900,247707,77400,82900,30222,35200,473429,294471,38.3
R10398,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-07,5018,2830,236,667140,216512,77400,84900,35555,38500,452867,214273,32.1
R10399,OUT120,BrewBite JP Nagar Standalone,JP Nagar,South,Standalone,911,2022,2024-08,5756,3190,225,716800,233405,77400,89800,37925,38100,476630,240170,33.5
R10400,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-01,8416,6116,256,1563420,460512,199200,163200,59118,58700,940730,622690,39.8
R10401,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-02,8418,4215,216,909590,267922,199200,137300,61173,51400,716995,192595,21.2
R10402,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-03,9942,5756,243,1398730,468449,199200,150700,57415,63800,939564,459166,32.8
R10403,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-04,9433,4416,269,1189550,359810,199200,121700,80705,52800,814215,375335,31.6
R10404,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-05,9299,5420,221,1197550,409311,199200,131500,59645,47500,847156,350394,29.3
R10405,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-06,8268,4697,239,1121420,388014,199200,168200,44345,60900,860659,260761,23.3
R10406,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-07,8935,5485,230,1263110,405000,199200,119100,38674,46200,808174,454936,36
R10407,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-08,9858,6137,275,1687490,543933,199200,125300,78443,47200,994076,693414,41.1
R10408,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-09,9440,6022,212,1277460,411835,199200,122500,46083,46200,825818,451642,35.4
R10409,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-10,9966,6429,277,1782370,629844,199200,133600,120903,53500,1137047,645323,36.2
R10410,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-11,10358,6488,242,1567310,493694,199200,144400,35400,60200,932894,634416,40.5
R10411,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2023-12,10353,6083,211,1285420,433301,199200,130400,56346,63000,882247,403173,31.4
R10412,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-01,8916,5524,251,1384070,447708,199200,144200,55754,53400,900262,483808,35
R10413,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-02,9340,6143,252,1547800,502542,199200,132100,47130,53300,934272,613528,39.6
R10414,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-03,8354,5905,247,1456820,446247,199200,142400,117522,63700,969069,487751,33.5
R10415,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-04,9262,5365,250,1342040,400224,199200,119300,32751,63300,814775,527265,39.3
R10416,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-05,8266,5607,205,1151310,351664,199200,155300,41922,60600,808686,342624,29.8
R10417,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-06,8735,5939,244,1450120,466777,199200,142600,44453,57400,910430,539690,37.2
R10418,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-07,9362,5680,262,1487080,486752,199200,119300,61686,57700,924638,562442,37.8
R10419,OUT121,BrewBite Marathahalli Mall,Marathahalli,East,Mall,1465,2021,2024-08,8502,5062,254,1285300,427147,199200,132800,58180,57800,875127,410173,31.9
R10420,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-01,4949,2535,278,703890,244058,31600,47000,46134,31100,399892,303998,43.2
R10421,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-02,4384,2366,242,572940,186634,31600,43600,24334,25100,311268,261672,45.7
R10422,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-03,4671,2453,241,591060,185530,31600,46900,19902,27200,311132,279928,47.4
R10423,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-04,4805,3088,251,774030,262214,31600,50200,53073,18500,415587,358443,46.3
R10424,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-05,4926,3022,259,782140,258529,31600,46300,31638,26400,394467,387673,49.6
R10425,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-06,5224,3125,207,648410,214710,31600,43700,32565,29200,351775,296635,45.7
R10426,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-07,3825,2175,236,512580,173198,31600,41600,29545,34200,310143,202437,39.5
R10427,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-08,4467,2786,244,679580,214308,31600,50100,30433,28400,354841,324739,47.8
R10428,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-09,5088,3585,275,985430,309832,31600,42800,56944,29600,470776,514654,52.2
R10429,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-10,5651,3014,249,751470,250099,31600,39400,37130,25500,383729,367741,48.9
R10430,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-11,5791,3086,289,891490,257998,31600,37000,53632,25900,406130,485360,54.4
R10431,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2023-12,7207,4944,224,1109610,372783,31600,52000,52626,23400,532409,577201,52
R10432,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-01,7355,3512,247,867850,266990,31600,47900,40945,26400,413835,454015,52.3
R10433,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-02,6312,4294,280,1203890,414676,31600,41000,48284,28200,563760,640130,53.2
R10434,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-03,6546,3788,223,844540,258989,31600,40000,46572,21900,399061,445479,52.7
R10435,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-04,8492,4992,219,1091170,338933,31600,44800,62164,31500,508997,582173,53.4
R10436,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-05,7569,4584,202,924000,294309,31600,43400,27369,31800,428478,495522,53.6
R10437,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-06,9010,4909,264,1298310,423309,31600,47900,78670,24800,606279,692031,53.3
R10438,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-07,8346,5317,209,1108870,323241,31600,54500,48865,21500,479706,629164,56.7
R10439,OUT122,BrewBite Marathahalli Food,Marathahalli,East,Food Court,464,2023,2024-08,7971,5012,212,1063570,349125,31600,41000,26967,32300,480992,582578,54.8
R10440,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-01,6221,3720,247,918590,264564,20100,36600,56345,27200,404809,513781,55.9
R10441,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-02,5919,3498,212,742410,233498,20100,44900,50332,25600,374430,367980,49.6
R10442,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-03,6124,3302,230,759560,234003,20100,39300,15191,23800,332394,427166,56.2
R10443,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-04,5655,3877,232,898350,274097,20100,43700,25509,29900,393306,505044,56.2
R10444,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-05,6837,3735,195,728800,207383,20100,45200,32350,25700,330733,398067,54.6
R10445,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-06,4936,2821,230,647540,211786,20100,51900,40118,28100,352004,295536,45.6
R10446,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-07,5014,2724,228,620500,184599,20100,48400,34167,22400,309666,310834,50.1
R10447,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-08,6283,3935,258,1015620,329514,20100,41900,20312,21300,433126,582494,57.4
R10448,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-09,6064,3786,241,910950,315092,20100,44900,31611,27800,439503,471447,51.8
R10449,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-10,7237,4132,244,1006710,310638,20100,42700,54423,24900,452761,553949,55
R10450,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-11,6193,4043,242,976780,310642,20100,37700,60131,28500,457073,519707,53.2
R10451,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2023-12,5969,4263,231,983350,299153,20100,47100,38373,29100,433826,549524,55.9
R10452,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-01,5636,3234,236,764750,225645,20100,42900,47399,26700,362744,402006,52.6
R10453,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-02,5502,3027,244,738770,286364,20100,39200,26568,36000,408232,330538,44.7
R10454,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-03,6034,3773,238,899060,285984,20100,45200,32415,22400,406099,492961,54.8
R10455,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-04,6000,2949,252,742270,224195,20100,41600,63704,23300,372899,369371,49.8
R10456,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-05,6276,3899,262,1022260,337020,20100,45300,72520,26100,501040,521220,51
R10457,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-06,5756,3616,218,787370,212142,20100,45200,39250,26500,343192,444178,56.4
R10458,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-07,5826,3299,250,825780,255248,20100,41900,31224,27800,376272,449508,54.4
R10459,OUT123,BrewBite Yeshwanthpur Food,Yeshwanthpur,North,Food Court,457,2019,2024-08,5694,3682,246,907200,304928,20100,48100,48207,30900,452235,454965,50.2
R10460,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-01,9890,6049,271,1641510,562087,112700,105400,90009,39900,910096,731414,44.6
R10461,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-02,10194,5477,286,1567060,550785,112700,91300,66509,51000,872294,694766,44.3
R10462,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-03,9649,6461,237,1533590,447204,112700,100200,84501,42100,786705,746885,48.7
R10463,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-04,10283,5113,293,1497050,492066,112700,106600,35901,37500,784767,712283,47.6
R10464,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-05,10106,7274,251,1822500,537801,112700,113500,156238,44500,964739,857761,47.1
R10465,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-06,9896,5061,318,1610540,484773,112700,100000,50595,41800,789868,820672,51
R10466,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-07,9552,6156,293,1803100,550960,112700,93100,85989,41400,884149,918951,51
R10467,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-08,9664,5638,258,1452460,463650,112700,107400,46932,42800,773482,678978,46.7
R10468,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-09,9742,6100,268,1635390,510569,112700,100900,48275,33500,805944,829446,50.7
R10469,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-10,10500,7082,275,1950840,688374,112700,105900,54335,44100,1005409,945431,48.5
R10470,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-11,11633,7492,267,1997970,610399,112700,97900,86350,46600,953949,1044021,52.3
R10471,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2023-12,11764,6624,316,2092780,703661,112700,116800,91646,53000,1077807,1014973,48.5
R10472,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-01,10599,7150,286,2044670,596792,112700,88000,141694,43400,982586,1062084,51.9
R10473,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-02,9294,6476,279,1806840,562216,112700,93200,36137,39400,843653,963187,53.3
R10474,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-03,9618,6266,246,1542770,538180,112700,113100,45323,31600,840903,701867,45.5
R10475,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-04,9919,6980,265,1852070,583237,112700,86900,59011,37800,879648,972422,52.5
R10476,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-05,10117,5779,314,1813290,689916,112700,108800,36266,46200,993882,819408,45.2
R10477,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-06,8974,6091,294,1790790,566375,112700,77700,56826,50700,864301,926489,51.7
R10478,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-07,8635,5680,237,1344460,418806,112700,116000,82383,40200,770089,574371,42.7
R10479,OUT124,BrewBite MG Road Standalone,MG Road,Central,Standalone,939,2021,2024-08,11518,7306,284,2077430,663293,112700,108700,109055,43600,1037348,1040082,50.1
R10480,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-01,5284,3555,251,891370,265326,74800,85900,30296,33900,490222,401148,45
R10481,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-02,5260,3507,246,862150,268220,74800,89000,56433,30900,519353,342797,39.8
R10482,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-03,5592,3392,231,782630,240096,74800,90300,38659,48200,492055,290575,37.1
R10483,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-04,6481,4237,264,1118750,373065,74800,84500,59723,45600,637688,481062,43
R10484,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-05,7613,5493,251,1379730,434897,74800,78400,71545,31600,691242,688488,49.9
R10485,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-06,6809,3735,267,998210,291869,74800,87700,44335,41000,539704,458506,45.9
R10486,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-07,6680,3526,243,858380,250089,74800,86100,45214,33000,489203,369177,43
R10487,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-08,6894,4680,199,932150,292231,74800,82600,68595,46800,565026,367124,39.4
R10488,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-09,6888,4467,245,1094840,357675,74800,83600,59996,40700,616771,478069,43.7
R10489,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-10,9018,5814,270,1567770,528099,74800,76900,92293,41900,813992,753778,48.1
R10490,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-11,7370,4327,233,1009910,305877,74800,73500,56341,33500,544018,465892,46.1
R10491,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2023-12,8335,5238,219,1145460,350226,74800,74400,55279,45700,600405,545055,47.6
